raw_text,rating,char_len,word_count,lang,clean_text
"Товар не пришёл! Его получили в левом городе, левый человек. Заказала такую же у другого продавца и всё пришло! Здесь же... Ладно, хоть деньги вернули.",negative,151,25,ru,"товар не пришёл! его получили в левом городе, левый человек. заказала такую же у другого продавца и всё пришло! здесь же... ладно, хоть деньги вернули."
Пришёл Детский халат ,negative,21,3,ru,пришёл детский халат
"Кофта мне не понравилась , ткань ужасная , если навести на свет , можно увидеть , что она просвечивает. Ко всему пришла с плохим замком , писала продавцу по этому поводу , никаких мер он не принял.",negative,197,37,ru,"кофта мне не понравилась , ткань ужасная , если навести на свет , можно увидеть , что она просвечивает. ко всему пришла с плохим замком , писала продавцу по этому поводу , никаких мер он не принял."
"заказ не пришел, не смотря на то, что я оплатила дополнительно быструю доставку!!!! верните деньги!!!",negative,101,15,ru,"заказ не пришел, не смотря на то, что я оплатила дополнительно быструю доставку!!!! верните деньги!!!"
"ткань дешевая синтетика,сшито криво. даже 500 руб жалко на такое платье.",negative,72,11,ru,"ткань дешевая синтетика,сшито криво. даже 500 руб жалко на такое платье."
"Пришла рубашка с коротким рукавом и дочка в истерике! Открыла спор по возврату части денег, но служба Али не увидела в этом обмана!!!! Продавец недобросовестный! Рискуйте пятисот рублями, может Вам больше повезет!!!",negative,215,32,ru,"пришла рубашка с коротким рукавом и дочка в истерике! открыла спор по возврату части денег, но служба али не увидела в этом обмана!!!! продавец недобросовестный! рискуйте пятисот рублями, может вам больше повезет!!!"
"Заказала xl,прислали L.Качество не
 понятное,на рост 175 см рукава короткие,на фото модели выглядит намнооого приличнее.",negative,121,15,ru,"заказала xl,прислали l.качество не понятное,на рост 175 см рукава короткие,на фото модели выглядит намнооого приличнее."
"Не выслал,деньги вернули.",negative,25,3,ru,"не выслал,деньги вернули."
"Отправка товара заняла примерно 20 дней,оооочеень долго. товар я так и не получила,продавец вернул деньги,за это спасибо. Сейчас ради интереса посмотрела ,где находится посылка ,оказалось ее получила вообще другая девушка . Не знаю как это произошло .",negative,251,37,ru,"отправка товара заняла примерно 20 дней,оооочеень долго. товар я так и не получила,продавец вернул деньги,за это спасибо. сейчас ради интереса посмотрела ,где находится посылка ,оказалось ее получила вообще другая девушка . не знаю как это произошло ."
"Продавец отправил заказ не в ту страну. Я предложила выслать товар - продавец согласился, но не отправил. Пролавец предложил вернуть деньги, но не вернул. Очень неответственный продавец. Хорошо что Али вмешался и все решилось",negative,225,34,ru,"продавец отправил заказ не в ту страну. я предложила выслать товар - продавец согласился, но не отправил. пролавец предложил вернуть деньги, но не вернул. очень неответственный продавец. хорошо что али вмешался и все решилось"
Товар шел больше 3-х месяцев. И так и не дошел. Продавец общался не очень вежливо,negative,81,15,ru,товар шел больше 3-х месяцев. и так и не дошел. продавец общался не очень вежливо
"Два раза я заказывала этот товар,и два раза он не приходил мне",negative,62,12,ru,"два раза я заказывала этот товар,и два раза он не приходил мне"
"мешковатое изделие с узкими рукавами,низ подола плохо обработан,кругом торчат нитки.",negative,84,10,ru,"мешковатое изделие с узкими рукавами,низ подола плохо обработан,кругом торчат нитки."
Очень расстроена. Размер xxxl очень маленький! Хотела бабушке подарок сделать на Новый год. На параметры 105см грудь на 7 см просто не сходится на груди. Хотя читала отзывы у кого то в другом цвете сошлось. Очень странно. Максимум на 48 размер. Подвели китайские размеры.,negative,271,44,ru,очень расстроена. размер xxxl очень маленький! хотела бабушке подарок сделать на новый год. на параметры 105см грудь на 7 см просто не сходится на груди. хотя читала отзывы у кого то в другом цвете сошлось. очень странно. максимум на 48 размер. подвели китайские размеры.
"Куртка из очень дешевого материала! На фотографии она выглядит очень эффектно. Я очень разочарована и моей дочери она тоже не понравилась! Еще рукава очень короткие, да они соответствуют размеру в таблице, но коротки. Поверьте у моей дочери  НЕ длинные руки.
Размер куртки XL покупали на российский размер 44-46. Куртка в притык, на осень. Мех искусственный не плохой, куртка сшита достаточно качественно, но повторюсь, сама куртка из очень дешевого материала, что портит все! Придется дочери покупать другую куртку. Куда эту девать не знаю, кому-нибудь отдадим...",negative,566,84,ru,"куртка из очень дешевого материала! на фотографии она выглядит очень эффектно. я очень разочарована и моей дочери она тоже не понравилась! еще рукава очень короткие, да они соответствуют размеру в таблице, но коротки. поверьте у моей дочери не длинные руки. размер куртки xl покупали на российский размер 44-46. куртка в притык, на осень. мех искусственный не плохой, куртка сшита достаточно качественно, но повторюсь, сама куртка из очень дешевого материала, что портит все! придется дочери покупать другую куртку. куда эту девать не знаю, кому-нибудь отдадим..."
"Получила колготосы , продавец прислал не ту сетку(оказалась слишком крупной) Не нашла им другого применения))",negative,109,15,ru,"получила колготосы , продавец прислал не ту сетку(оказалась слишком крупной) не нашла им другого применения))"
"это ужас продавец! не уведомил, что отправку товара отменил. не написал по какой причине. на контакт не идёт вообще. слава богу, вернули деньги. не рекомендую",negative,158,25,ru,"это ужас продавец! не уведомил, что отправку товара отменил. не написал по какой причине. на контакт не идёт вообще. слава богу, вернули деньги. не рекомендую"
"синтетика 100%доставка 25 дней.Цвет полосок голубой,а не серый.Такой суммы не стоит ,однозначно.",negative,96,12,ru,"синтетика 100 доставка 25 дней.цвет полосок голубой,а не серый.такой суммы не стоит ,однозначно."
"Голая синтетика, искрит и липнет к телу. Неприятная ткань.",negative,58,9,ru,"голая синтетика, искрит и липнет к телу. неприятная ткань."
"Ни трусов,ни денег!Не рекомендую!Деньги потратите зря!",negative,54,6,ru,"ни трусов,ни денег!не рекомендую!деньги потратите зря!"
"Прислали Не тот цвет, а для женщины это важно. В описании был синий, а прислали черный.",negative,87,16,ru,"прислали не тот цвет, а для женщины это важно. в описании был синий, а прислали черный."
Товар на пришёл вообще ! Продавец не добросовестный! Не советую заказывать у него НиЧЕГО!!! Я жутко недовольна! Ещё и деньги не вернул! Вообщем обманщик !!!! ,negative,158,25,ru,товар на пришёл вообще ! продавец не добросовестный! не советую заказывать у него ничего!!! я жутко недовольна! ещё и деньги не вернул! вообщем обманщик !!!!
"Продавец отправил товар на другой адрес. Открыла спор, чтобы вернули деньги. Ответил отказом, но написал: “дорогой друг, верьте нам, мы отправим! “",negative,147,22,ru,"продавец отправил товар на другой адрес. открыла спор, чтобы вернули деньги. ответил отказом, но написал: дорогой друг, верьте нам, мы отправим!"
"второй раз заказываю этот лиф. в первый раз пришёл маловатый (М), поэтому решила заказать побольше(L), НО ПРИШЁЛ ЕЩЕ МЕНЬШЕ! чашечки маленькие сами по себе, в зависимости от размера- чашечки все равно не меняются. и в первый раз лиф пришёл более лучшего качества",negative,262,42,ru,"второй раз заказываю этот лиф. в первый раз пришёл маловатый (м), поэтому решила заказать побольше(l), но пришёл еще меньше! чашечки маленькие сами по себе, в зависимости от размера- чашечки все равно не меняются. и в первый раз лиф пришёл более лучшего качества"
"платье прозрачное, короткое, отличается от описание короче 2 !",negative,62,9,ru,"платье прозрачное, короткое, отличается от описание короче 2 !"
"ужасная вещь. размер М, на русский 54-56. выкинутые деньги. никогда больше не буду заказывать",negative,93,14,ru,"ужасная вещь. размер м, на русский 54-56. выкинутые деньги. никогда больше не буду заказывать"
"видимо чудес на Али не бывает... Заказала вторую рубашку под впечатлением от первого заказа наивысшего качества. Эта пришла из материала жутко синтетического, да и еще через всю грудь затяжка на видном месте, носить точно никак((( Впечатление, настроение  даже подарок, отправленный продавцом не помог. А жаль, первая рубашка была супер!!!",negative,339,49,ru,"видимо чудес на али не бывает... заказала вторую рубашку под впечатлением от первого заказа наивысшего качества. эта пришла из материала жутко синтетического, да и еще через всю грудь затяжка на видном месте, носить точно никак((( впечатление, настроение даже подарок, отправленный продавцом не помог. а жаль, первая рубашка была супер!!!"
"заказала футболку размер xl  с арбузами,все подошло.затам заказала вторую этого же размера,на фото видно что она значительно меньше",negative,131,18,ru,"заказала футболку размер xl с арбузами,все подошло.затам заказала вторую этого же размера,на фото видно что она значительно меньше"
"Заказывала в прошлом году такую же коричневую, всё было супер. А эта просто ужас! Непонятного размера, помпон маленький и внутри куча ниток торчит",negative,146,23,ru,"заказывала в прошлом году такую же коричневую, всё было супер. а эта просто ужас! непонятного размера, помпон маленький и внутри куча ниток торчит"
"Девочки, взяла 5 хл. а оно, это изделие на s  даже не тянет: т.к. от ремешка на шее до НАЧАЛА пайеток КОИМИ ОБОЗНАЧЕНА ГРУДЬ всего 12 см. и получается что круги пайеток груди у шеи, треугольник на пупке, а полоска сзади даже прикрывает сантиметра 3 попы. Так ржачно смотрится! ))))))))) в связи с этим вопрос: на какую маленькую девочку сшита эта хрень? Вобщем, ЕСЛИ ВЫ НЕ ШКОЛЬНИЦА  И НЕ ИЗ КИТАЯ, ТО НЕ ЗАКАЗЫВАЙТЕ ЭТУ ХРЕНЬ, ПОТОМУ ЧТО ОДЕТЬ СТЫДНО С ТРЕУГОЛЬНИКОМ НА ТАЛИИ И КРУГАМИ У ШЕИ, а выбросить жалко и ни подаришь никому, т.к. девочкам  7-8 классов рано такое дарить, а взрослых таких лилипуток нет.  ДЕНЬГИ ВЫБРОШЕННЫЕ НА ВЕТЕР ((((((((",negative,649,112,ru,"девочки, взяла 5 хл. а оно, это изделие на s даже не тянет: т.к. от ремешка на шее до начала пайеток коими обозначена грудь всего 12 см. и получается что круги пайеток груди у шеи, треугольник на пупке, а полоска сзади даже прикрывает сантиметра 3 попы. так ржачно смотрится! ))))))))) в связи с этим вопрос: на какую маленькую девочку сшита эта хрень? вобщем, если вы не школьница и не из китая, то не заказывайте эту хрень, потому что одеть стыдно с треугольником на талии и кругами у шеи, а выбросить жалко и ни подаришь никому, т.к. девочкам 7-8 классов рано такое дарить, а взрослых таких лилипуток нет. деньги выброшенные на ветер (((((((("
"Пришла за 3 недели,отслеживалась.Когда получила она очень воняла собачей мочёй,из-за запаха даже померять было невозможно",negative,121,15,ru,"пришла за 3 недели,отслеживалась.когда получила она очень воняла собачей мочёй,из-за запаха даже померять было невозможно"
"пришел прозрачный ,не атласный",negative,30,4,ru,"пришел прозрачный ,не атласный"
"Не пришёл товар, долго возвращали деньги",negative,40,6,ru,"не пришёл товар, долго возвращали деньги"
Заказывала платье С001 пришло совсем другой расцветки - в коричневых крупных цветах. Абсолютно недовольна и очень расстроена таким невнимательным отношением к своим клиентам. И что мне теперь делать с этим платьем? Меня оно полнит и цвет совершенно не мой. Не советую никому этого продавца.,negative,290,44,ru,заказывала платье с001 пришло совсем другой расцветки - в коричневых крупных цветах. абсолютно недовольна и очень расстроена таким невнимательным отношением к своим клиентам. и что мне теперь делать с этим платьем? меня оно полнит и цвет совершенно не мой. не советую никому этого продавца.
"Доставка быстрая и это единственный из плюсов. Ну, ещё порадовало, что тёплая, как раз на зиму. Но...отличается намного от товара на фото: плечи не белые, линия треугольника толстая очень. Сам треугольник пошит криво и это видно невооружённым глазом! Очень разочаровалась, деньги впустую выкинула, даже носить не хочется. Продавец положил в подарок резинку для волос, но это не улучшило впечатление. Извините, но буду открывать спор.",negative,433,64,ru,"доставка быстрая и это единственный из плюсов. ну, ещё порадовало, что тёплая, как раз на зиму. но...отличается намного от товара на фото: плечи не белые, линия треугольника толстая очень. сам треугольник пошит криво и это видно невооружённым глазом! очень разочаровалась, деньги впустую выкинула, даже носить не хочется. продавец положил в подарок резинку для волос, но это не улучшило впечатление. извините, но буду открывать спор."
"Очень не приятный к телу материал . Хрустит в руках , полная синтетика, электризуется. Не советую ",negative,98,16,ru,"очень не приятный к телу материал . хрустит в руках , полная синтетика, электризуется. не советую"
качество плохое за такие деньги можно и лучше найти до этого брала здесь рубашки было все отлично а сейчас плохие совершенно,negative,124,21,ru,качество плохое за такие деньги можно и лучше найти до этого брала здесь рубашки было все отлично а сейчас плохие совершенно
продавец товар не отправил деньги не вернули!!!,negative,47,7,ru,продавец товар не отправил деньги не вернули!!!
"Качество пошива лосин низкое. Швы прошиты неаккуратно. Нитки торчат везде. А самое  отвратительное то, что по срединному шву шов расходится на всём протяжении!. Бирки с размером, составом ткани и рекомендации по стирке нет, Вещь очень низкого качества! Не ожидала такого! Сожалею, надо было открыть спор!
С продавцом не общалась, до момента получения заказа не было необходимости.",negative,381,56,ru,"качество пошива лосин низкое. швы прошиты неаккуратно. нитки торчат везде. а самое отвратительное то, что по срединному шву шов расходится на всём протяжении!. бирки с размером, составом ткани и рекомендации по стирке нет, вещь очень низкого качества! не ожидала такого! сожалею, надо было открыть спор! с продавцом не общалась, до момента получения заказа не было необходимости."
"Редкостное говно..... сшито не правильно, боковой шов заходит на середину ноги....пришли без всякого утепления, продавец обманщик",negative,129,16,ru,"редкостное говно..... сшито не правильно, боковой шов заходит на середину ноги....пришли без всякого утепления, продавец обманщик"
"спор закрыли мне. просят отзыв. итак. платье я оплатила в июле 2017 года. продавец два раза сам продлевал срок защиты. я открыла спор, т.к.  платье я не получила, а продавец все время просил ещё подождать. и теперь ни платья ни денег..... видимо.",negative,246,42,ru,"спор закрыли мне. просят отзыв. итак. платье я оплатила в июле 2017 года. продавец два раза сам продлевал срок защиты. я открыла спор, т.к. платье я не получила, а продавец все время просил ещё подождать. и теперь ни платья ни денег..... видимо."
"Прочитав отзывы, я заказала размер L, но учитывая размер груди, решила еще до отправки товара подстраховаться и поменять на XL. Я списалась с продавцом, который меня переубедил, сказав что L мне прекрасно подойдет и прислал мне пальто размером на ЕГО УСМОТРЕНИЕ. Как я и предполагала, пальто оказалось на груди впритык, т.е. под него можно одеть только тонкую одежду. Очень хотелось от покупки получить удовольствие, но непрофессионализм или лень продавца явилось  только причиной расстройства.",negative,494,73,ru,"прочитав отзывы, я заказала размер l, но учитывая размер груди, решила еще до отправки товара подстраховаться и поменять на xl. я списалась с продавцом, который меня переубедил, сказав что l мне прекрасно подойдет и прислал мне пальто размером на его усмотрение. как я и предполагала, пальто оказалось на груди впритык, т.е. под него можно одеть только тонкую одежду. очень хотелось от покупки получить удовольствие, но непрофессионализм или лень продавца явилось только причиной расстройства."
"заказ пришел быстро.товар разочаровал.брала ХL.по размеру,но....рукова короткие,сама рубаха короткая,сшито прям как будто самоучка штопал.кусками.ткань будто в затяжках.и телу колется.неприятно.в общем тряпка.деньги на ветер.",negative,225,23,ru,"заказ пришел быстро.товар разочаровал.брала хl.по размеру,но....рукова короткие,сама рубаха короткая,сшито прям как будто самоучка штопал.кусками.ткань будто в затяжках.и телу колется.неприятно.в общем тряпка.деньги на ветер."
"Ужасные носки. Не тянутся, не тёплые, своих денег не стоят. Разочарована ",negative,73,11,ru,"ужасные носки. не тянутся, не тёплые, своих денег не стоят. разочарована"
"это ужас,а не блузка.застежки на рукавах перевёрнутый.размер м на параметры 90-70-90велик!!!вообщем нужно перекраивать горловину,что то думать и переделывать рукава.открываю спор и 
возврат денег.говно,а не блузка.",negative,215,25,ru,"это ужас,а не блузка.застежки на рукавах перевёрнутый.размер м на параметры 90-70-90велик!!!вообщем нужно перекраивать горловину,что то думать и переделывать рукава.открываю спор и возврат денег.говно,а не блузка."
"Продавец дал описание, что кардиган в составе имеет 95%хлопок,что по факту не соответствует описанию, полиэстер. Ткань очень тонкая, имеет химический запах, строчки кривые, да ещё и затяжка, на фото видно. Заказ ждала почти два месяца, НЕ РЕКОМЕНДУЮ БРАТЬ ЭТОТ ТОВАР!!!!",negative,270,40,ru,"продавец дал описание, что кардиган в составе имеет 95 хлопок,что по факту не соответствует описанию, полиэстер. ткань очень тонкая, имеет химический запах, строчки кривые, да ещё и затяжка, на фото видно. заказ ждала почти два месяца, не рекомендую брать этот товар!!!!"
Товар не получила. Деньги не вернули. Ждала 5 месяцев ((((,negative,58,10,ru,товар не получила. деньги не вернули. ждала 5 месяцев ((((
"куртку не получила,но вернули деньги",negative,36,5,ru,"куртку не получила,но вернули деньги"
"кофта простенькая , не советую, продавец молодец , все быстро и без казусов",negative,75,13,ru,"кофта простенькая , не советую, продавец молодец , все быстро и без казусов"
"Крайне не аккуратно пошито изделие. Сидит безобразно, хотя подобные вещи  у меня имеются от других продавцов и выглядят безукоризненно на теле.",negative,143,21,ru,"крайне не аккуратно пошито изделие. сидит безобразно, хотя подобные вещи у меня имеются от других продавцов и выглядят безукоризненно на теле."
"могу сказать , что что сразу бросилась в глаза материал не натуральный 100, свитер пришёл без этикетки, затяжки в небольшом количестве присутствуют, запах есть неприятный, очень маломерит , я недовольна это мягко говоря! !! не рекомендую! !!!!",negative,243,37,ru,"могу сказать , что что сразу бросилась в глаза материал не натуральный 100, свитер пришёл без этикетки, затяжки в небольшом количестве присутствуют, запах есть неприятный, очень маломерит , я недовольна это мягко говоря! !! не рекомендую! !!!!"
"к сожалению, товар не пришел. служба доставки сообщила, что на почте РФ утверждают, что в Китае. открыла спор, вернули деньги",negative,125,20,ru,"к сожалению, товар не пришел. служба доставки сообщила, что на почте рф утверждают, что в китае. открыла спор, вернули деньги"
"Все платье в нитках,горловина узкая, дырка сбоку по шву , но плюс только в быстрой доставке в 17 дней",negative,101,19,ru,"все платье в нитках,горловина узкая, дырка сбоку по шву , но плюс только в быстрой доставке в 17 дней"
"ткань очень классная, но коротковат немного, пришёл очень быстро",negative,64,9,ru,"ткань очень классная, но коротковат немного, пришёл очень быстро"
"куртканеплохая,но отлетели сразу все кнопки, не успела даже застегнуть",negative,70,9,ru,"куртканеплохая,но отлетели сразу все кнопки, не успела даже застегнуть"
"Не советаваю продавца так как он тавар не
 отправил",negative,52,9,ru,не советаваю продавца так как он тавар не отправил
Открыла спор по возврату денежных средств !!! Продавец ноль эмоций !!! Мой товар пришёл с дефектом !!! Не закалывайте у этого продавца !!!! Пока мне не вернут деньги я буду писать каждый день !!!! Оставлять плохой отзыв !!!!,negative,224,38,ru,открыла спор по возврату денежных средств !!! продавец ноль эмоций !!! мой товар пришёл с дефектом !!! не закалывайте у этого продавца !!!! пока мне не вернут деньги я буду писать каждый день !!!! оставлять плохой отзыв !!!!
"воротник очень широкий , белье нижнее видно , качество как в описание , ожидала более длиннее",negative,93,16,ru,"воротник очень широкий , белье нижнее видно , качество как в описание , ожидала более длиннее"
Заказ не получила. Деньги не вернули. Отвратительно!,negative,52,7,ru,заказ не получила. деньги не вернули. отвратительно!
заказывали другой цвет и модель..,negative,33,5,ru,заказывали другой цвет и модель..
"29.07.2017 был сделан заказ.Сегодня 09.10.2017.  Трекинг ничего не показывает (постоянно: ""Информация отслеживания временно не доступна"") Блузка так и не пришла, открыла спор о возврате денежных средств.",negative,203,26,ru,"29.07.2017 был сделан заказ.сегодня 09.10.2017. трекинг ничего не показывает (постоянно: ""информация отслеживания временно не доступна"") блузка так и не пришла, открыла спор о возврате денежных средств."
"Рубашку получила, но оочень маломерит даже аж на 2 размера",negative,58,10,ru,"рубашку получила, но оочень маломерит даже аж на 2 размера"
"Товар заказала еще в апреле, но он до меня так и не добрался, с боем но продавец вернул деньги.",negative,95,19,ru,"товар заказала еще в апреле, но он до меня так и не добрался, с боем но продавец вернул деньги."
"Не рекомендую!!! Товар не пришёл, деньги так и не вернули!!! Продавец врал на протяжении всего спора!!! Впервые с таким столкнулась",negative,131,20,ru,"не рекомендую!!! товар не пришёл, деньги так и не вернули!!! продавец врал на протяжении всего спора!!! впервые с таким столкнулась"
"Не получила товар, продавец не ответил даже на сообщение ",negative,57,9,ru,"не получила товар, продавец не ответил даже на сообщение"
"размер вместо S прислали XXXL, ужасное качество, просвечивает , торчат нитки. продавец полностью вернул стоимость товара, без  возврата.",negative,136,18,ru,"размер вместо s прислали xxxl, ужасное качество, просвечивает , торчат нитки. продавец полностью вернул стоимость товара, без возврата."
не соответствуют описанию,negative,25,3,ru,не соответствуют описанию
XL слишком мал..,negative,16,3,ru,xl слишком мал..
"товар не пришёл ,заказывала в апреле месяце .",negative,45,8,ru,"товар не пришёл ,заказывала в апреле месяце ."
"заказ пришёл быстро, но прошит не очень. правая рука от плеча до локтя туго. а левая всё нормально.",negative,99,18,ru,"заказ пришёл быстро, но прошит не очень. правая рука от плеча до локтя туго. а левая всё нормально."
"Жутко просвечивает, носить невозможно! наверное надо было брать красное.. Продавца не рекомендую, ему все равно на честность лишь бы ""бабки отбить"". Открывала спор, но алиэкспресс встал на сторону продавца..",negative,207,29,ru,"жутко просвечивает, носить невозможно! наверное надо было брать красное.. продавца не рекомендую, ему все равно на честность лишь бы ""бабки отбить"". открывала спор, но алиэкспресс встал на сторону продавца.."
заказывала цвет кофе пришло цвет детской неожиданности..на фото как шерстяное а тут полусинтетика..я в шоке,negative,107,15,ru,заказывала цвет кофе пришло цвет детской неожиданности..на фото как шерстяное а тут полусинтетика..я в шоке
"Платье не такое калига фото. Очень тонкий трикотаж, швы очень плохо сделаны! Придётся выкинуть это платье.",negative,106,16,ru,"платье не такое калига фото. очень тонкий трикотаж, швы очень плохо сделаны! придётся выкинуть это платье."
"Продавец неверно подсказал размер м. Жаль, что его послушала. По таблице, которая как мне кажется поменялась,  вообще подходит xs. Пришли на два размера больше, я в них утонула. С продавцом договориться не удалось.",negative,214,33,ru,"продавец неверно подсказал размер м. жаль, что его послушала. по таблице, которая как мне кажется поменялась, вообще подходит xs. пришли на два размера больше, я в них утонула. с продавцом договориться не удалось."
"Рубашка за 4 месяца так и не пришла, сначала продавец продлевал защиту, на 4 раз нет. Открыла спор алиэкспрес вернул деньги.",negative,124,21,ru,"рубашка за 4 месяца так и не пришла, сначала продавец продлевал защиту, на 4 раз нет. открыла спор алиэкспрес вернул деньги."
"кофта пришла ооочень маленького размера , т .е вообще не соответствует размеру я разачерованна.",negative,95,14,ru,"кофта пришла ооочень маленького размера , т .е вообще не соответствует размеру я разачерованна."
"Заказала 8 ноября 2017 года, по состоянию на 10.01.2018 года заказа нет. Очень плохо",negative,84,14,ru,"заказала 8 ноября 2017 года, по состоянию на 10.01.2018 года заказа нет. очень плохо"
"Продавец так и не прислал кофту, открыла спор, продавец денег возвращать не хотел, но благодаря вмешательству али, деньги вернули.",negative,130,19,ru,"продавец так и не прислал кофту, открыла спор, продавец денег возвращать не хотел, но благодаря вмешательству али, деньги вернули."
"очень короткая , рисунок тусклый , и в целом на фото е=не очень похоже .",negative,72,15,ru,"очень короткая , рисунок тусклый , и в целом на фото е не очень похоже ."
"Заказала в мае, до сих пор не пришло.деньги не вернули",negative,54,10,ru,"заказала в мае, до сих пор не пришло.деньги не вернули"
"заказ шёл долго.Качество брюк безобразное.Я ношу 32 размер,специально заказала больше,36,мал...Я в шоке,так долго ждала а от покупки в ужасе.",negative,141,19,ru,"заказ шёл долго.качество брюк безобразное.я ношу 32 размер,специально заказала больше,36,мал...я в шоке,так долго ждала а от покупки в ужасе."
ужасный материал размер не соответствует,negative,40,5,ru,ужасный материал размер не соответствует
"Очень сильно маломерит и выглядит не как на фото. На свой s заказывала m, и мне оказалось мало. Осталась недовольна",negative,115,20,ru,"очень сильно маломерит и выглядит не как на фото. на свой s заказывала m, и мне оказалось мало. осталась недовольна"
"Заказ сделан 30.04.17. Товар не пришёл, деньги не вернули.",negative,58,9,ru,"заказ сделан 30.04.17. товар не пришёл, деньги не вернули."
